pull_request,creator,creator_type,reviewer,reviewer_type,is_equal
3989,pchaigno,Externals,vmg,Internals,No
3984,lildude,Internals,lildude,Internals,Yes
3977,pchaigno,Externals,pchaigno,Externals,Yes
3973,oktapodia,Externals,lildude,Internals,No
3972,lildude,Internals,lildude,Internals,Yes
3966,pchaigno,Externals,pchaigno,Externals,Yes
3960,bbarker,Externals,lildude,Internals,No
3955,lildude,Internals,lildude,Internals,Yes
3948,kivikakk,Internals,kivikakk,Internals,Yes
3946,kivikakk,Internals,kivikakk,Internals,Yes
3945,kivikakk,Internals,vmg,Internals,No
3943,egorzhdan,Externals,pchaigno,Externals,No
3935,vmg,Internals,vmg,Internals,Yes
3933,oldmud0,Externals,lildude,Internals,No
3932,pchaigno,Externals,pchaigno,Externals,Yes
3931,pchaigno,Externals,pchaigno,Externals,Yes
3930,lildude,Internals,lildude,Internals,Yes
3925,kivikakk,Internals,kivikakk,Internals,Yes
3922,kivikakk,Internals,kivikakk,Internals,Yes
3921,NachoSoto,Externals,lildude,Internals,No
3920,NachoSoto,Externals,lildude,Internals,No
3919,lildude,Internals,lildude,Internals,Yes
3916,ai,Externals,kivikakk,Internals,No
3915,vmg,Internals,vmg,Internals,Yes
3907,jin,Externals,lildude,Internals,No
3905,kivikakk,Internals,kivikakk,Internals,Yes
3903,kivikakk,Internals,kivikakk,Internals,Yes
3902,mr-c,Externals,kivikakk,Internals,No
3900,kivikakk,Internals,kivikakk,Internals,Yes
3895,prertik,Externals,lildude,Internals,No
3885,josh-padnick,Externals,lildude,Internals,No
3883,pchaigno,Externals,pchaigno,Externals,Yes
3882,kivikakk,Internals,kivikakk,Internals,Yes
3880,Alhadis,Externals,Alhadis,Externals,Yes
3879,sylveon,Externals,lildude,Internals,No
3877,wesdawg,Externals,kivikakk,Internals,No
3874,yuya-takeyama,Externals,lildude,Internals,No
3871,ararslan,Externals,Alhadis,Externals,No
3870,pditommaso,Externals,pchaigno,Externals,No
3866,rkoeninger,Externals,lildude,Internals,No
3865,freak4pc,Externals,lildude,Internals,No
3864,kivikakk,Internals,kivikakk,Internals,Yes
3863,kivikakk,Internals,kivikakk,Internals,Yes
3862,pchaigno,Externals,pchaigno,Externals,Yes
3861,pchaigno,Externals,pchaigno,Externals,Yes
3860,tessarin,Externals,lildude,Internals,No
3859,lildude,Internals,lildude,Internals,Yes
3858,cjllanwarne,Externals,lildude,Internals,No
3857,dcmoore-gd,Externals,gjtorikian,Internals,No
3856,lildude,Internals,lildude,Internals,Yes
3853,lildude,Internals,lildude,Internals,Yes
3846,kivikakk,Internals,kivikakk,Internals,Yes
3844,codecat,Externals,lildude,Internals,No
3822,nwhetsell,Externals,lildude,Internals,No
3818,Shan1024,Externals,lildude,Internals,No
3817,Alhadis,Externals,lildude,Internals,No
3813,gdi2290,Externals,lildude,Internals,No
3811,DoctorWhoof,Externals,lildude,Internals,No
3809,DoctorWhoof,Externals,lildude,Internals,No
3806,seppestas,Externals,lildude,Internals,No
3804,menduz,Externals,lildude,Internals,No
3799,seppestas,Externals,lildude,Internals,No
3793,Alhadis,Externals,Alhadis,Externals,Yes
3791,mathewmariani,Externals,lildude,Internals,No
3790,lildude,Internals,lildude,Internals,Yes
3789,krk,Externals,lildude,Internals,No
3785,AnthonyDGreen,Externals,lildude,Internals,No
3783,bmeck,Externals,lildude,Internals,No
3782,adaedra,Externals,lildude,Internals,No
3781,kach,Externals,lildude,Internals,No
3780,rkoeninger,Externals,lildude,Internals,No
3778,lildude,Internals,lildude,Internals,Yes
3771,MarcianoPreciado,Externals,lildude,Internals,No
3767,AbigailBuccaneer,Externals,lildude,Internals,No
3765,lildude,Internals,lildude,Internals,Yes
3752,jdennes,Internals,jdennes,Internals,Yes
3751,Alhadis,Externals,Alhadis,Externals,Yes
3744,Alhadis,Externals,Alhadis,Externals,Yes
3743,Alhadis,Externals,Alhadis,Externals,Yes
3741,iWader,Externals,lildude,Internals,No
3735,kivikakk,Internals,kivikakk,Internals,Yes
3734,Alhadis,Externals,Alhadis,Externals,Yes
3732,pchaigno,Externals,pchaigno,Externals,Yes
3731,Alhadis,Externals,Alhadis,Externals,Yes
3730,pchaigno,Externals,lildude,Internals,No
3728,Alhadis,Externals,lildude,Internals,No
3725,lildude,Internals,lildude,Internals,Yes
3723,yohny,Externals,lildude,Internals,No
3714,Alhadis,Externals,Alhadis,Externals,Yes
3710,smola,Externals,lildude,Internals,No
3709,smola,Externals,lildude,Internals,No
3708,smola,Externals,lildude,Internals,No
3707,smola,Externals,lildude,Internals,No
3706,smola,Externals,lildude,Internals,No
3704,Alhadis,Externals,Alhadis,Externals,Yes
3702,thewilkybarkid,Externals,pchaigno,Externals,No
3698,davidaylaian,Externals,lildude,Internals,No
3696,am11,Externals,lildude,Internals,No
3691,jrha,Externals,pchaigno,Externals,No
3682,wcpines,Externals,pchaigno,Externals,No
3672,Alhadis,Externals,Alhadis,Externals,Yes
3669,lildude,Internals,lildude,Internals,Yes
3662,MahmoudFayed,Externals,lildude,Internals,No
3660,rkoeninger,Externals,pchaigno,Externals,No
3652,tbodt,Externals,lildude,Internals,No
3650,Alhadis,Externals,Alhadis,Externals,Yes
3648,MaickelHubner,Externals,lildude,Internals,No
3643,lildude,Internals,lildude,Internals,Yes
3642,lildude,Internals,lildude,Internals,Yes
3640,lucky,Externals,lildude,Internals,No
3639,lildude,Internals,lildude,Internals,Yes
3634,mthadley,Externals,lildude,Internals,No
3633,rkirsling,Externals,lildude,Internals,No
3630,Alhadis,Externals,Alhadis,Externals,Yes
3629,lildude,Internals,lildude,Internals,Yes
3627,vmg,Internals,vmg,Internals,Yes
3626,rkoeninger,Externals,lildude,Internals,No
3625,rkoeninger,Externals,lildude,Internals,No
3616,lildude,Internals,lildude,Internals,Yes
3614,multiprecision,Externals,lildude,Internals,No
3611,SimenB,Externals,lildude,Internals,No
3608,sergeyklay,Externals,lildude,Internals,No
3604,lildude,Internals,lildude,Internals,Yes
3603,lildude,Internals,lildude,Internals,Yes
3597,lildude,Internals,lildude,Internals,Yes
3593,goodmind,Externals,lildude,Internals,No
3592,pchaigno,Externals,lildude,Internals,No
3588,jelder,Externals,lildude,Internals,No
3587,Alhadis,Externals,pchaigno,Externals,No
3586,Alhadis,Externals,lildude,Internals,No
3582,ngarnier,Externals,Alhadis,Externals,No
3580,MichaelGrafnetter,Externals,lildude,Internals,No
3579,cpojer,Externals,pchaigno,Externals,No
3578,binki,Externals,lildude,Internals,No
3575,stof,Externals,lildude,Internals,No
3574,thesave,Externals,lildude,Internals,No
3572,hnryjms,Externals,lildude,Internals,No
3564,pchaigno,Externals,lildude,Internals,No
3556,smola,Externals,lildude,Internals,No
3550,smola,Externals,Alhadis,Externals,No
3548,dmoisset,Externals,lildude,Internals,No
3541,kivikakk,Internals,kivikakk,Internals,Yes
3535,kivikakk,Internals,kivikakk,Internals,Yes
3534,kivikakk,Internals,kivikakk,Internals,Yes
3533,rafer,Internals,rafer,Internals,Yes
3530,javierhonduco,Externals,pchaigno,Externals,No
3525,rdwampler,Externals,kivikakk,Internals,No
3524,kivikakk,Internals,kivikakk,Internals,Yes
3523,kivikakk,Internals,kivikakk,Internals,Yes
3519,mlrawlings,Externals,lildude,Internals,No
3518,lildude,Internals,brandonblack,Internals,No
3517,fragmer,Externals,lildude,Internals,No
3512,liavt,Externals,brandonblack,Internals,No
3511,NN---,Externals,brandonblack,Internals,No
3510,pchaigno,Externals,brandonblack,Internals,No
3509,siegy22,Externals,brandonblack,Internals,No
3504,pchaigno,Externals,brandonblack,Internals,No
3502,pchaigno,Externals,brandonblack,Internals,No
3500,sandyarmstrong,Externals,lildude,Internals,No
3493,klpn,Externals,brandonblack,Internals,No
3491,tgjones,Externals,lildude,Internals,No
3490,tgjones,Externals,lildude,Internals,No
3489,brandonblack,Internals,brandonblack,Internals,Yes
3488,nwhetsell,Externals,brandonblack,Internals,No
3487,ararslan,Externals,brandonblack,Internals,No
3485,gjtorikian,Internals,gjtorikian,Internals,Yes
3479,brandonblack,Internals,brandonblack,Internals,Yes
3477,brandonblack,Internals,brandonblack,Internals,Yes
3476,Phineas,Externals,brandonblack,Internals,No
3475,pchaigno,Externals,brandonblack,Internals,No
3473,lildude,Internals,lildude,Internals,Yes
3471,lildude,Internals,lildude,Internals,Yes
3470,pchaigno,Externals,pchaigno,Externals,Yes
3469,tgjones,Externals,brandonblack,Internals,No
3466,jlec,Externals,lildude,Internals,No
3464,alloy,Externals,lildude,Internals,No
3463,TingPing,Externals,brandonblack,Internals,No
3459,softprops,Externals,brandonblack,Internals,No
3457,Dorian,Externals,lildude,Internals,No
3454,stoe,Internals,stoe,Internals,Yes
3452,larsbrinkhoff,Externals,brandonblack,Internals,No
3448,thezim,Externals,brandonblack,Internals,No
3447,fix-fix,Externals,brandonblack,Internals,No
3445,brandonblack,Internals,brandonblack,Internals,Yes
3444,brandonblack,Internals,brandonblack,Internals,Yes
3443,Alhadis,Externals,brandonblack,Internals,No
3441,Alhadis,Externals,brandonblack,Internals,No
3438,javierhonduco,Externals,brandonblack,Internals,No
3436,brandonblack,Internals,brandonblack,Internals,Yes
3434,pchaigno,Externals,brandonblack,Internals,No
3432,sunderls,Externals,brandonblack,Internals,No
3429,kivikakk,Internals,kivikakk,Internals,Yes
3427,brandonblack,Internals,brandonblack,Internals,Yes
3426,Alhadis,Externals,kivikakk,Internals,No
3424,kivikakk,Internals,kivikakk,Internals,Yes
3423,arfon,Internals,brandonblack,Internals,No
3421,brandonblack,Internals,brandonblack,Internals,Yes
3420,kivikakk,Internals,brandonblack,Internals,No
3416,zonuexe,Externals,brandonblack,Internals,No
3413,danilaml,Externals,brandonblack,Internals,No
3411,pchaigno,Externals,brandonblack,Internals,No
3409,pchaigno,Externals,brandonblack,Internals,No
3402,samcv,Externals,brandonblack,Internals,No
3396,astavale,Externals,brandonblack,Internals,No
3393,nwhetsell,Externals,brandonblack,Internals,No
3392,alexlouden,Externals,lildude,Internals,No
3388,brandonblack,Internals,brandonblack,Internals,Yes
3382,choofie,Externals,brandonblack,Internals,No
3377,samcv,Externals,pchaigno,Externals,No
3373,yutannihilation,Externals,brandonblack,Internals,No
3370,brandonblack,Internals,brandonblack,Internals,Yes
3368,Alhadis,Externals,brandonblack,Internals,No
3367,zonuexe,Externals,brandonblack,Internals,No
3361,pchaigno,Externals,brandonblack,Internals,No
3360,pchaigno,Externals,brandonblack,Internals,No
3359,pchaigno,Externals,brandonblack,Internals,No
3358,ykzts,Externals,brandonblack,Internals,No
3355,meganemura,Externals,brandonblack,Internals,No
3354,meganemura,Externals,brandonblack,Internals,No
3353,Alhadis,Externals,brandonblack,Internals,No
3352,ahmadsalim,Externals,brandonblack,Internals,No
3350,meganemura,Externals,brandonblack,Internals,No
3349,pchaigno,Externals,brandonblack,Internals,No
3341,SimenB,Externals,brandonblack,Internals,No
3337,pchaigno,Externals,brandonblack,Internals,No
3336,freebroccolo,Externals,brandonblack,Internals,No
3333,saantiaguilera,Externals,brandonblack,Internals,No
3329,askreet,Externals,brandonblack,Internals,No
3325,danilaml,Externals,brandonblack,Internals,No
3315,arfon,Internals,arfon,Internals,Yes
3314,Alhadis,Externals,arfon,Internals,No
3312,sanssecours,Externals,arfon,Internals,No
3311,sanssecours,Externals,arfon,Internals,No
3310,arfon,Internals,arfon,Internals,Yes
3308,arfon,Internals,arfon,Internals,Yes
3307,arfon,Internals,arfon,Internals,Yes
3297,arfon,Internals,arfon,Internals,Yes
3296,arfon,Internals,arfon,Internals,Yes
3295,arfon,Internals,arfon,Internals,Yes
3294,larsbrinkhoff,Externals,arfon,Internals,No
3289,pchaigno,Externals,arfon,Internals,No
3284,pchaigno,Externals,brandonblack,Internals,No
3280,larsbrinkhoff,Externals,larsbrinkhoff,Externals,Yes
3279,Alhadis,Externals,arfon,Internals,No
3278,arfon,Internals,brandonblack,Internals,No
3277,Alhadis,Externals,arfon,Internals,No
3272,pchaigno,Externals,arfon,Internals,No
3268,Alhadis,Externals,arfon,Internals,No
3266,Alhadis,Externals,arfon,Internals,No
3264,Alhadis,Externals,arfon,Internals,No
3259,Alhadis,Externals,arfon,Internals,No
3258,scottmangiapane,Externals,arfon,Internals,No
3255,larsbrinkhoff,Externals,larsbrinkhoff,Externals,Yes
3254,alexruperez,Externals,arfon,Internals,No
3253,pchaigno,Externals,pchaigno,Externals,Yes
3251,pchaigno,Externals,pchaigno,Externals,Yes
3249,pchaigno,Externals,arfon,Internals,No
3246,pchaigno,Externals,pchaigno,Externals,Yes
3245,jecisc,Externals,arfon,Internals,No
3243,tberman,Externals,josh,Internals,No
3242,JoshCheek,Externals,arfon,Internals,No
3240,arfon,Internals,arfon,Internals,Yes
3238,arfon,Internals,arfon,Internals,Yes
3237,arfon,Internals,arfon,Internals,Yes
3236,arfon,Internals,arfon,Internals,Yes
3235,tberman,Externals,arfon,Internals,No
3223,Alhadis,Externals,arfon,Internals,No
3221,jredville,Externals,brandonblack,Internals,No
3219,Alhadis,Externals,arfon,Internals,No
3218,larsbrinkhoff,Externals,larsbrinkhoff,Externals,Yes
3215,arfon,Internals,arfon,Internals,Yes
3214,pchaigno,Externals,arfon,Internals,No
3213,larsbrinkhoff,Externals,arfon,Internals,No
3212,arfon,Internals,arfon,Internals,Yes
3208,pchaigno,Externals,arfon,Internals,No
3207,pchaigno,Externals,arfon,Internals,No
3206,pchaigno,Externals,arfon,Internals,No
3205,arfon,Internals,arfon,Internals,Yes
3203,arfon,Internals,arfon,Internals,Yes
3201,pchaigno,Externals,arfon,Internals,No
3198,larsbrinkhoff,Externals,arfon,Internals,No
3197,Alhadis,Externals,arfon,Internals,No
3195,larsbrinkhoff,Externals,larsbrinkhoff,Externals,Yes
3193,Alhadis,Externals,arfon,Internals,No
3189,Alhadis,Externals,arfon,Internals,No
3183,akhtars,Externals,arfon,Internals,No
3182,adius,Externals,arfon,Internals,No
3176,Alhadis,Externals,arfon,Internals,No
3175,Alhadis,Externals,arfon,Internals,No
3174,Alhadis,Externals,pchaigno,Externals,No
3173,Alhadis,Externals,arfon,Internals,No
3171,pchaigno,Externals,pchaigno,Externals,Yes
3165,arfon,Internals,arfon,Internals,Yes
3162,pchaigno,Externals,arfon,Internals,No
3152,ajlangley,Externals,pchaigno,Externals,No
3147,Alhadis,Externals,pchaigno,Externals,No
3145,MartinNowak,Externals,lildude,Internals,No
3142,Crissov,Externals,brandonblack,Internals,No
3141,Alhadis,Externals,arfon,Internals,No
3126,Alhadis,Externals,larsbrinkhoff,Externals,No
3124,larsbrinkhoff,Externals,larsbrinkhoff,Externals,Yes
3123,sahildua2305,Externals,arfon,Internals,No
3116,arfon,Internals,arfon,Internals,Yes
3115,arfon,Internals,arfon,Internals,Yes
3113,larsbrinkhoff,Externals,arfon,Internals,No
3108,larsbrinkhoff,Externals,larsbrinkhoff,Externals,Yes
3105,jbrooksuk,Externals,arfon,Internals,No
3102,sahildua2305,Externals,arfon,Internals,No
3098,pchaigno,Externals,arfon,Internals,No
3095,larsbrinkhoff,Externals,arfon,Internals,No
3092,pchaigno,Externals,arfon,Internals,No
3091,cozos,Externals,arfon,Internals,No
3090,pchaigno,Externals,arfon,Internals,No
3088,sahildua2305,Externals,arfon,Internals,No
3087,pchaigno,Externals,pchaigno,Externals,Yes
3086,pchaigno,Externals,pchaigno,Externals,Yes
3085,sahildua2305,Externals,arfon,Internals,No
3082,pchaigno,Externals,arfon,Internals,No
3080,pchaigno,Externals,arfon,Internals,No
3079,pchaigno,Externals,arfon,Internals,No
3078,sahildua2305,Externals,arfon,Internals,No
3077,sahildua2305,Externals,pchaigno,Externals,No
3076,liavt,Externals,arfon,Internals,No
3071,arfon,Internals,arfon,Internals,Yes
3069,Alhadis,Externals,pchaigno,Externals,No
3068,sahildua2305,Externals,pchaigno,Externals,No
3066,pchaigno,Externals,arfon,Internals,No
3061,sahildua2305,Externals,arfon,Internals,No
3054,Alhadis,Externals,larsbrinkhoff,Externals,No
3053,Alhadis,Externals,arfon,Internals,No
3052,Alhadis,Externals,arfon,Internals,No
3051,arfon,Internals,arfon,Internals,Yes
3049,Alhadis,Externals,arfon,Internals,No
3048,Limess,Externals,arfon,Internals,No
3046,arfon,Internals,arfon,Internals,Yes
3040,MathBunny,Externals,arfon,Internals,No
3038,Alhadis,Externals,arfon,Internals,No
3037,Alhadis,Externals,arfon,Internals,No
3035,arfon,Internals,arfon,Internals,Yes
3034,arfon,Internals,arfon,Internals,Yes
3033,arfon,Internals,arfon,Internals,Yes
3030,Alhadis,Externals,arfon,Internals,No
3029,Alhadis,Externals,arfon,Internals,No
3028,Alhadis,Externals,arfon,Internals,No
3019,chillum,Externals,arfon,Internals,No
3010,Alhadis,Externals,arfon,Internals,No
3009,Alhadis,Externals,arfon,Internals,No
3007,russelldavis,Externals,arfon,Internals,No
3005,nwhetsell,Externals,arfon,Internals,No
3001,snh,Internals,arfon,Internals,No
2999,arfon,Internals,arfon,Internals,Yes
2998,arfon,Internals,arfon,Internals,Yes
2996,keplersj,Externals,arfon,Internals,No
2995,arfon,Internals,arfon,Internals,Yes
2994,arfon,Internals,arfon,Internals,Yes
2993,arfon,Internals,arfon,Internals,Yes
2992,arfon,Internals,arfon,Internals,Yes
2991,pchaigno,Externals,arfon,Internals,No
2990,arfon,Internals,arfon,Internals,Yes
2986,Alhadis,Externals,arfon,Internals,No
2984,jkrems,Externals,arfon,Internals,No
2980,pchaigno,Externals,arfon,Internals,No
2976,pchaigno,Externals,arfon,Internals,No
2973,arfon,Internals,arfon,Internals,Yes
2971,Alhadis,Externals,arfon,Internals,No
2969,pchaigno,Externals,arfon,Internals,No
2967,pchaigno,Externals,arfon,Internals,No
2966,pchaigno,Externals,arfon,Internals,No
2964,ghost,Externals,arfon,Internals,No
2961,pchaigno,Externals,arfon,Internals,No
2955,bkeepers,Internals,bkeepers,Internals,Yes
2954,ghost,Externals,arfon,Internals,No
2951,BruceKnowsHow,Externals,arfon,Internals,No
2950,arfon,Internals,arfon,Internals,Yes
2947,gjtorikian,Internals,arfon,Internals,No
2941,keplersj,Externals,arfon,Internals,No
2938,Alhadis,Externals,arfon,Internals,No
2937,Alhadis,Externals,arfon,Internals,No
2936,arfon,Internals,arfon,Internals,Yes
2935,jirutka,Externals,arfon,Internals,No
2934,jirutka,Externals,arfon,Internals,No
2928,PJB3005,Externals,arfon,Internals,No
2927,Alhadis,Externals,arfon,Internals,No
2922,arfon,Internals,arfon,Internals,Yes
2921,Alhadis,Externals,arfon,Internals,No
2920,Alhadis,Externals,arfon,Internals,No
2914,arfon,Internals,arfon,Internals,Yes
2911,arfon,Internals,arfon,Internals,Yes
2910,Dominator008,Externals,arfon,Internals,No
2908,arfon,Internals,arfon,Internals,Yes
2907,keplersj,Externals,arfon,Internals,No
2906,jamesqo,Externals,arfon,Internals,No
2905,arfon,Internals,arfon,Internals,Yes
2903,arfon,Internals,arfon,Internals,Yes
2902,jamesqo,Externals,arfon,Internals,No
2900,arfon,Internals,arfon,Internals,Yes
2899,jamesqo,Externals,arfon,Internals,No
2898,arfon,Internals,arfon,Internals,Yes
2897,arfon,Internals,arfon,Internals,Yes
2896,arfon,Internals,arfon,Internals,Yes
2895,arfon,Internals,arfon,Internals,Yes
2894,pchaigno,Externals,arfon,Internals,No
2893,arfon,Internals,arfon,Internals,Yes
2892,arfon,Internals,arfon,Internals,Yes
2891,pchaigno,Externals,arfon,Internals,No
2887,arfon,Internals,arfon,Internals,Yes
2886,arfon,Internals,arfon,Internals,Yes
2884,arfon,Internals,arfon,Internals,Yes
2883,williamd1k0,Externals,arfon,Internals,No
2882,arfon,Internals,arfon,Internals,Yes
2880,arfon,Internals,arfon,Internals,Yes
2877,pchaigno,Externals,arfon,Internals,No
2876,vmg,Internals,vmg,Internals,Yes
2875,arfon,Internals,arfon,Internals,Yes
2873,arfon,Internals,arfon,Internals,Yes
2870,kusma,Externals,arfon,Internals,No
2869,pchaigno,Externals,arfon,Internals,No
2868,arfon,Internals,arfon,Internals,Yes
2866,ghost,Externals,arfon,Internals,No
2861,jglick,Externals,arfon,Internals,No
2858,williamd1k0,Externals,arfon,Internals,No
2857,Dominator008,Externals,arfon,Internals,No
2856,arfon,Internals,arfon,Internals,Yes
2851,edechter,Externals,arfon,Internals,No
2846,Dominator008,Externals,arfon,Internals,No
2845,kusma,Externals,arfon,Internals,No
2844,pchaigno,Externals,arfon,Internals,No
2843,bkeepers,Internals,arfon,Internals,No
2842,kusma,Externals,arfon,Internals,No
2838,scop,Externals,arfon,Internals,No
2837,scop,Externals,arfon,Internals,No
2836,arfon,Internals,arfon,Internals,Yes
2833,pchaigno,Externals,arfon,Internals,No
2832,arfon,Internals,arfon,Internals,Yes
2831,FarbodSalamat-Zadeh,Externals,arfon,Internals,No
2827,pchaigno,Externals,arfon,Internals,No
2822,AbigailBuccaneer,Externals,arfon,Internals,No
2812,chrisarcand,Externals,arfon,Internals,No
2811,pchaigno,Externals,arfon,Internals,No
2809,arfon,Internals,arfon,Internals,Yes
2808,pchaigno,Externals,arfon,Internals,No
2807,mrmonday,Externals,arfon,Internals,No
2805,jamesqo,Externals,arfon,Internals,No
2803,c-lipka,Externals,arfon,Internals,No
2800,arfon,Internals,arfon,Internals,Yes
2797,lpil,Externals,arfon,Internals,No
2796,arfon,Internals,arfon,Internals,Yes
2794,erkyrath,Externals,arfon,Internals,No
2792,aqnouch,Externals,arfon,Internals,No
2788,nwolverson,Externals,arfon,Internals,No
2783,jrnold,Externals,arfon,Internals,No
2782,pchaigno,Externals,arfon,Internals,No
2778,pchaigno,Externals,arfon,Internals,No
2776,humzashah,Externals,arfon,Internals,No
2773,nixel2007,Externals,arfon,Internals,No
2772,ibnfirnas,Externals,arfon,Internals,No
2771,ibnfirnas,Externals,arfon,Internals,No
2768,williamd1k0,Externals,arfon,Internals,No
2766,piki,Internals,vmg,Internals,No
2765,arfon,Internals,arfon,Internals,Yes
2763,arfon,Internals,arfon,Internals,Yes
2759,pchaigno,Externals,arfon,Internals,No
2758,arfon,Internals,arfon,Internals,Yes
2757,scottclowe,Externals,arfon,Internals,No
2755,arfon,Internals,arfon,Internals,Yes
2749,Alhadis,Externals,arfon,Internals,No
2741,arfon,Internals,arfon,Internals,Yes
2736,ppwwyyxx,Externals,arfon,Internals,No
2735,tschf,Externals,lildude,Internals,No
2733,arfon,Internals,arfon,Internals,Yes
2731,soc,Externals,arfon,Internals,No
2729,larsbrinkhoff,Externals,arfon,Internals,No
2728,larsbrinkhoff,Externals,arfon,Internals,No
2722,arfon,Internals,arfon,Internals,Yes
2718,meatballhat,Externals,arfon,Internals,No
2717,meatballhat,Externals,arfon,Internals,No
2716,aroben,Internals,arfon,Internals,No
2714,aroben,Internals,arfon,Internals,No
2712,matiasinsaurralde,Externals,arfon,Internals,No
2706,redroot,Externals,arfon,Internals,No
2702,arfon,Internals,arfon,Internals,Yes
2700,pchaigno,Externals,arfon,Internals,No
2698,phase,Externals,arfon,Internals,No
2696,arfon,Internals,arfon,Internals,Yes
2694,arfon,Internals,arfon,Internals,Yes
2690,bkeepers,Internals,arfon,Internals,No
2689,ratherblue,Externals,arfon,Internals,No
2686,pchaigno,Externals,arfon,Internals,No
2684,jeffkreeftmeijer,Externals,arfon,Internals,No
2683,hipikat,Externals,arfon,Internals,No
2681,miek,Externals,arfon,Internals,No
2680,keplersj,Externals,arfon,Internals,No
2676,lucky,Externals,arfon,Internals,No
2675,fbonzon,Externals,arfon,Internals,No
2672,arfon,Internals,arfon,Internals,Yes
2671,pchaigno,Externals,arfon,Internals,No
2656,iblech,Externals,arfon,Internals,No
2655,iblech,Externals,arfon,Internals,No
2654,vmg,Internals,vmg,Internals,Yes
2648,jaredpetersen,Externals,arfon,Internals,No
2642,bkeepers,Internals,arfon,Internals,No
2641,mislav,Internals,vmg,Internals,No
2640,wizawu,Externals,arfon,Internals,No
2636,vmg,Internals,vmg,Internals,Yes
2630,vmg,Internals,vmg,Internals,Yes
2625,arfon,Internals,arfon,Internals,Yes
2624,pchaigno,Externals,arfon,Internals,No
2622,miksen,Externals,arfon,Internals,No
2619,arfon,Internals,arfon,Internals,Yes
2616,scttnlsn,Externals,arfon,Internals,No
2613,ghost,Externals,arfon,Internals,No
2612,arfon,Internals,arfon,Internals,Yes
2610,ghost,Externals,arfon,Internals,No
2607,Alhadis,Externals,arfon,Internals,No
2606,thejameskyle,Externals,arfon,Internals,No
2604,larsbrinkhoff,Externals,arfon,Internals,No
2600,manveru,Externals,arfon,Internals,No
2594,benbalter,Internals,benbalter,Internals,Yes
2592,jtbandes,Externals,arfon,Internals,No
2591,jtbandes,Externals,arfon,Internals,No
2589,mandel,Externals,arfon,Internals,No
2582,pchaigno,Externals,arfon,Internals,No
2580,LeonaMorro,Externals,arfon,Internals,No
